1	29
1	41
1	89
1	92
1	112
1	148
1	153
1	169
1	208
1	244
1	254
1	274
1	290
1	360
1	400
1	424
1	441
1	460
1	476
1	493
1	519
1	546
1	648
1	707
1	716
1	732
1	765
1	820
1	843
1	907
1	1108
1	1110
1	1114
1	1119
1	1149
2	15
2	16
2	133
2	170
2	240
2	315
2	420
2	486
2	495
2	567
2	571
2	694
2	725
2	817
2	868
2	914
2	961
2	984
2	1050
3	10
3	24
3	26
3	35
3	83
3	101
3	103
3	168
3	194
3	199
3	228
3	238
3	254
3	258
3	294
3	310
3	342
3	347
3	480
3	500
3	502
3	505
3	526
3	544
3	557
3	575
3	584
3	589
3	632
3	653
3	674
3	738
3	772
3	811
3	819
3	864
3	898
3	919
3	941
3	971
3	982
3	989
3	1004
3	1014
3	1141
4	175
4	567
4	665
4	995
4	1050
5	7
5	8
5	32
5	60
5	71
5	76
5	93
5	114
5	124
5	131
5	138
5	161
5	165
5	190
5	192
5	197
5	218
5	220
5	227
5	228
5	239
5	268
5	295
5	300
5	307
5	318
5	337
5	345
5	370
5	393
5	415
5	422
5	448
5	499
5	516
5	530
5	533
5	577
5	627
5	634
5	703
5	710
5	715
5	717
5	831
5	842
5	860
5	871
5	879
5	894
5	900
5	906
5	913
5	922
5	937
5	977
5	981
5	997
5	1012
5	1036
5	1038
5	1046
5	1052
5	1061
5	1064
5	1070
5	1088
5	1093
5	1102
5	1104
5	1124
5	1127
6	15
6	327
6	425
6	652
6	946
7	32
7	33
7	57
7	60
7	76
7	79
7	93
7	118
7	121
7	130
7	165
7	177
7	190
7	192
7	197
7	220
7	252
7	285
7	286
7	370
7	415
7	472
7	498
7	521
7	598
7	634
7	663
7	704
7	786
7	831
7	842
7	860
7	871
7	900
7	913
7	977
7	996
7	1061
8	32
8	71
8	76
8	93
8	118
8	121
8	130
8	161
8	165
8	175
8	177
8	190
8	220
8	227
8	239
8	268
8	330
8	393
8	415
8	417
8	507
8	521
8	574
8	598
8	599
8	687
8	704
8	759
8	798
8	831
8	860
8	871
8	879
8	899
8	913
8	977
8	996
8	997
8	1061
8	1088
8	1104
9	473
9	695
9	756
10	83
10	108
10	153
10	161
10	225
10	264
10	270
10	310
10	318
10	331
10	342
10	347
10	363
10	386
10	396
10	408
10	412
10	429
10	433
10	444
10	473
10	502
10	531
10	536
10	552
10	575
10	608
10	641
10	644
10	653
10	659
10	674
10	686
10	726
10	730
10	747
10	748
10	825
10	834
10	840
10	854
10	869
10	910
10	967
10	982
10	993
10	995
10	998
10	1050
10	1148
10	1151
11	19
11	31
11	32
11	33
11	57
11	76
11	89
11	93
11	97
11	118
11	130
11	131
11	165
11	167
11	177
11	181
11	192
11	197
11	202
11	216
11	220
11	239
11	252
11	262
11	268
11	285
11	307
11	309
11	313
11	330
11	337
11	393
11	409
11	415
11	417
11	419
11	459
11	507
11	521
11	530
11	541
11	559
11	565
11	585
11	598
11	599
11	616
11	625
11	686
11	731
11	757
11	776
11	783
11	799
11	802
11	804
11	810
11	831
11	852
11	871
11	884
11	885
11	888
11	894
11	895
11	913
11	937
11	977
11	996
11	997
11	1005
11	1121
11	1124
11	1125
11	1127
12	15
12	19
12	105
12	108
12	119
12	122
12	166
12	189
12	248
12	294
12	446
12	475
12	495
12	502
12	504
12	514
12	527
12	528
12	537
12	552
12	570
12	628
12	685
12	697
12	723
12	755
12	837
12	925
12	928
12	951
12	962
12	1006
12	1079
12	1080
12	1095
12	1122
12	1128
13	63
13	139
13	196
13	254
13	361
13	484
13	570
13	669
13	707
13	709
13	796
13	873
13	1027
13	1072
13	1114
13	1128
14	16
14	41
14	89
14	96
14	105
14	107
14	135
14	146
14	153
14	171
14	176
14	180
14	195
14	201
14	217
14	219
14	263
14	281
14	320
14	367
14	368
14	376
14	400
14	428
14	434
14	441
14	481
14	493
14	518
14	519
14	528
14	537
14	542
14	619
14	631
14	648
14	659
14	666
14	681
14	694
14	737
14	765
14	800
14	805
14	823
14	939
14	959
14	967
14	970
14	979
14	991
14	1010
14	1062
14	1083
14	1089
14	1094
14	1116
14	1126
14	1135
15	16
15	19
15	35
15	40
15	51
15	55
15	62
15	63
15	64
15	96
15	104
15	111
15	119
15	141
15	144
15	152
15	166
15	170
15	198
15	200
15	203
15	210
15	211
15	215
15	235
15	236
15	240
15	246
15	248
15	270
15	291
15	294
15	302
15	310
15	312
15	315
15	318
15	328
15	335
15	348
15	362
15	366
15	368
15	389
15	390
15	395
15	402
15	416
15	420
15	425
15	432
15	444
15	446
15	449
15	452
15	454
15	463
15	486
15	495
15	504
15	514
15	524
15	527
15	528
15	537
15	545
15	548
15	552
15	564
15	567
15	573
15	578
15	582
15	588
15	589
15	594
15	597
15	602
15	617
15	633
15	643
15	648
15	662
15	666
15	668
15	671
15	685
15	697
15	714
15	721
15	726
15	729
15	733
15	750
15	755
15	772
15	789
15	792
15	796
15	814
15	816
15	817
15	837
15	843
15	861
15	870
15	873
15	881
15	890
15	891
15	897
15	898
15	903
15	904
15	905
15	959
15	962
15	964
15	993
15	1004
15	1011
15	1068
15	1073
15	1076
15	1079
15	1091
15	1095
15	1103
15	1106
15	1113
15	1128
15	1140
15	1144
15	1149
15	1155
16	47
16	49
16	53
16	63
16	84
16	90
16	106
16	116
16	128
16	139
16	145
16	146
16	157
16	158
16	170
16	175
16	198
16	199
16	208
16	221
16	224
16	254
16	255
16	257
16	264
16	270
16	277
16	280
16	302
16	306
16	312
16	315
16	316
16	318
16	332
16	359
16	361
16	366
16	374
16	378
16	392
16	416
16	421
16	431
16	441
16	456
16	461
16	463
16	466
16	475
16	476
16	492
16	495
16	503
16	506
16	518
16	519
16	529
16	542
16	552
16	570
16	607
16	619
16	624
16	662
16	671
16	679
16	694
16	707
16	709
16	732
16	733
16	737
16	755
16	766
16	773
16	774
16	777
16	792
16	809
16	817
16	835
16	843
16	846
16	870
16	872
16	873
16	880
16	881
16	897
16	914
16	917
16	920
16	929
16	946
16	959
16	967
16	979
16	982
16	998
16	1002
16	1008
16	1010
16	1011
16	1018
16	1022
16	1044
16	1049
16	1050
16	1051
16	1055
16	1057
16	1060
16	1072
16	1074
16	1089
16	1114
16	1126
16	1133
16	1135
16	1136
16	1149
16	1157
17	20
17	56
17	106
17	108
17	117
17	199
17	236
17	301
17	319
17	363
17	386
17	391
17	404
17	412
17	444
17	453
17	488
17	500
17	544
17	586
17	674
17	683
17	686
17	698
17	708
17	726
17	769
17	777
17	811
17	844
17	941
17	961
17	974
17	1023
17	1120
18	47
18	74
18	96
18	107
18	134
18	139
18	170
18	235
18	315
18	350
18	359
18	381
18	418
18	441
18	443
18	461
18	466
18	485
18	501
18	503
18	506
18	539
18	558
18	563
18	594
18	638
18	659
18	660
18	679
18	690
18	732
18	759
18	800
18	812
18	963
18	979
18	1008
18	1035
18	1072
18	1083
18	1089
18	1116
18	1136
19	32
19	45
19	55
19	67
19	87
19	144
19	165
19	187
19	199
19	289
19	294
19	333
19	389
19	390
19	393
19	409
19	415
19	417
19	419
19	422
19	433
19	439
19	452
19	498
19	505
19	516
19	528
19	583
19	585
19	607
19	663
19	692
19	704
19	747
19	776
19	807
19	831
19	833
19	838
19	855
19	867
19	950
19	969
19	977
19	982
19	997
19	1038
19	1084
19	1088
19	1140
19	1141
20	46
20	56
20	81
20	103
20	106
20	108
20	144
20	157
20	184
20	199
20	215
20	226
20	244
20	301
20	321
20	331
20	347
20	363
20	386
20	391
20	404
20	416
20	417
20	433
20	444
20	449
20	452
20	453
20	478
20	483
20	490
20	491
20	505
20	520
20	544
20	560
20	578
20	586
20	683
20	686
20	698
20	714
20	719
20	726
20	745
20	769
20	772
20	787
20	808
20	827
20	830
20	844
20	903
20	924
20	932
20	941
20	944
20	964
20	974
20	1023
20	1039
20	1056
20	1120
20	1151
21	68
21	88
21	163
21	165
21	167
21	223
21	268
21	409
21	417
21	483
21	677
21	717
21	757
21	821
21	830
21	844
21	895
21	1002
21	1033
21	1126
21	1127
22	32
22	36
22	39
22	60
22	73
22	76
22	114
22	120
22	121
22	165
22	190
22	218
22	228
22	286
22	359
22	371
22	393
22	415
22	464
22	511
22	516
22	533
22	654
22	659
22	663
22	687
22	703
22	704
22	727
22	831
22	860
22	879
22	937
22	994
22	1001
22	1029
22	1081
23	27
23	89
23	94
23	96
23	221
23	244
23	314
23	318
23	365
23	434
